Sum of Quantity,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total
10-30-10,TORI SHOULDER BAG,102647,FA25,TORI - MEDIUM SHOULDER BAG W/MULTIPLE FUNCTIONS,BLACK,990.NS,0135729109969,129.99,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,-2.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,5,29
10-30-10,TORI SHOULDER BAG,102647,FA25,TORI - MEDIUM SHOULDER BAG W/MULTIPLE FUNCTIONS,ECRU,112.NS,0135729109974,129.99,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5,12
10-30-10,TORI SHOULDER BAG,102647,FA25,TORI - MEDIUM SHOULDER BAG W/MULTIPLE FUNCTIONS,RED,620.NS,0135729109973,129.99,0.0,3.0,3.0,5.0,3.0,4.0,4.0,0.0,3.0,2.0,-1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1,43
10-30-10,TORI SLING BAG,102648,FA25,TORI - SMALL SLING BAG,BLACK,990.NS,0135729109970,109.99,0.0,8.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,0,55
10-30-10,TORI SLING BAG,102648,FA25,TORI - SMALL SLING BAG,ECRU,112.NS,0135729109972,109.99,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0,28
10-30-10,TORI SLING BAG,102648,FA25,TORI - SMALL SLING BAG,RED,620.NS,0135729109971,109.99,20.0,6.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,79
10-30-10,UMA MINI TOTE,102488,SP24,UMA - MINI TOTE W/ MULTI-COLOUR DIAGONAL WEAVE ,SADDLE/MULTI,856.NS,0135729108204,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
10-30-10,VAILA,102152,FA25,VAILA - CROSSBODY W/CURVED SIDE + HEM SEAMS ,COGNAC,730.NS,0135729105269,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0,1
10-30-10,VAILA,102152,FA25,VAILA - CROSSBODY W/CURVED SIDE + HEM SEAMS ,PISTACHIO,311.NS,0135729105268,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0,1
10-30-10,VAL CLUTCH,102302,FA24,VAL - ENVELOPE CLUTCH W/INTERIOR ZIP OPENING,BLACK,990.NS,0135729106954,68.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,1
10-30-10,VAL CLUTCH,102302,FA24,VAL - ENVELOPE CLUTCH W/INTERIOR ZIP OPENING,RED,620.NS,0135729106953,68.88,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,1
10-30-10,VAL CLUTCH,102302,FA24,VAL - ENVELOPE CLUTCH W/INTERIOR ZIP OPENING,SILVER,109.NS,0135729106955,68.88,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,2
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,BLACK,990.NS,0135729105277,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1,6
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,DARK RED,632.NS.,0135729108837,118,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1,9
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,BROWN,870.NS.,0135729108836,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,MOKA,830.NS.,0135729108838,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,5
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,SAND,116.NS.,0135729108839,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,DARK GREY,934.NS.,0135729108841,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2
10-30-10,WHITLEY CROSSBODY,102151,FA25,WHITLEY - CROSSBODY W/ WIDE STRAP & CURVED PKT,DUSK,549.NS.,0135729108840,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
10-30-10,MARIAM LARGE SATCHEL,102725,FA26,MARIAM - LARGE SATCHEL W/ MAGNETIC CLOSURE ,BLACK,990.NS.,0135729110713,277,104.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,24,154
10-30-10,MARIAM LARGE SATCHEL,102725,FA26,MARIAM - LARGE SATCHEL W/ MAGNETIC CLOSURE ,SADDLE,853.NS.,0135729110712,277,77.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,127
10-30-10,MARIAM LARGE SATCHEL,102725,FA26,MARIAM - LARGE SATCHEL W/ MAGNETIC CLOSURE ,WHITE,100.NS.,0135729110711,277,48.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,98
10-30-10,MARIAM SMALL SATCHEL,102726,FA26,MARIAM - SMALL SATCHEL W/ MAGNETIC CLOSURE ,BLACK,990.NS.,0135729110716,247,106.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,156
10-30-10,MARIAM SMALL SATCHEL,102726,FA26,MARIAM - SMALL SATCHEL W/ MAGNETIC CLOSURE ,SADDLE,853.NS.,0135729110715,247,83.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,133
10-30-10,MARIAM SMALL SATCHEL,102726,FA26,MARIAM - SMALL SATCHEL W/ MAGNETIC CLOSURE ,WHITE,100.NS.,0135729110714,247,55.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,105
10-30-10,AUBREE LARGE TOTE,102751,FA26,AUBREE - LARGE TOTE BAG WITH TOGGLE CLOSURE ,BLACK,990.NS.,0135729110906,327,173.0,,,,,,,,,,,,,,,,,,,173
10-30-10,AUBREE LARGE TOTE,102751,FA26,AUBREE - LARGE TOTE BAG WITH TOGGLE CLOSURE ,SAND,116.NS.,0135729110904,327,98.0,,,,,,,,,,,,,,,,,,,98
10-30-10,AUBREE LARGE TOTE,102751,FA26,AUBREE - LARGE TOTE BAG WITH TOGGLE CLOSURE ,CARAMEL,710.NS.,0135729110905,327,98.0,,,,,,,,,,,,,,,,,,,98
10-30-10,AUBREE SMALL TOTE,102752,FA26,AUBREE - SMALL TOTE BAG WITH TOGGLE CLOSURE ,BLACK,990.NS.,0135729110909,267,173.0,,,,,,,,,,,,,,,,,,,173
10-30-10,AUBREE SMALL TOTE,102752,FA26,AUBREE - SMALL TOTE BAG WITH TOGGLE CLOSURE ,SAND,116.NS.,0135729110907,267,98.0,,,,,,,,,,,,,,,,,,,98
10-30-10,AUBREE SMALL TOTE,102752,FA26,AUBREE - SMALL TOTE BAG WITH TOGGLE CLOSURE ,CARAMEL,710.NS.,0135729110908,267,98.0,,,,,,,,,,,,,,,,,,,98
10-30-10,WILLOWBY SHOULDER BAG,102727,SP25,WILLOWBY - SQUARE SHOULDER BAG W/ WIDE STRAP ,BLACK,990.NS.,0135729110720,267,98.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,148
10-30-10,WILLOWBY SHOULDER BAG,102727,SP25,WILLOWBY - SQUARE SHOULDER BAG W/ WIDE STRAP ,POWDER BLUE,405.NS.,0135729110719,267,23.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,73
10-30-10,WILLOWBY SHOULDER BAG,102727,SP25,WILLOWBY - SQUARE SHOULDER BAG W/ WIDE STRAP ,SAGE,312.NS.,0135729110718,267,23.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,73
10-30-10,WILLOWBY SHOULDER BAG,102727,SP25,WILLOWBY - SQUARE SHOULDER BAG W/ WIDE STRAP ,WHITE,100.NS.,0135729110717,267,48.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,98
10-30-10,WILLOWBY CAMERA BAG,102728,SP25,WILLOWBY - SQUARE CAMERA BAG W/ WIDE STRAP  ,BLACK,990.NS.,0135729110724,247,98.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,148
10-30-10,WILLOWBY CAMERA BAG,102728,SP25,WILLOWBY - SQUARE CAMERA BAG W/ WIDE STRAP  ,POWDER BLUE,405.NS.,0135729110723,247,23.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,73
10-30-10,WILLOWBY CAMERA BAG,102728,SP25,WILLOWBY - SQUARE CAMERA BAG W/ WIDE STRAP  ,SAGE,312.NS.,0135729110722,247,23.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,73
10-30-10,WILLOWBY CAMERA BAG,102728,SP25,WILLOWBY - SQUARE CAMERA BAG W/ WIDE STRAP  ,WHITE,100.NS.,0135729110721,247,48.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,23,98
10-30-10,EDITH SATCHEL,102781,SP25,EDITH - TRAPEZE SATCHEL BAG W/ FULL ZIP ,BLACK,990.NS.,0135729111023,297,93.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,,,,,,,,29,150
10-30-10,EDITH SATCHEL,102781,SP25,EDITH - TRAPEZE SATCHEL BAG W/ FULL ZIP ,LATTE,815.NS.,0135729111022,297,43.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,28,100
10-30-10,EDITH SATCHEL,102781,SP25,EDITH - TRAPEZE SATCHEL BAG W/ FULL ZIP ,WHITE,100.NS.,0135729111021,297,44.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,27,100
10-30-10,EDITH CROSSBODY,102782,SP25,EDITH - TRAPEZE CROSSBODY BAG W/ FULL ZIP ,BLACK,990.NS.,0135729111026,277,93.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,28,150
10-30-10,EDITH CROSSBODY,102782,SP25,EDITH - TRAPEZE CROSSBODY BAG W/ FULL ZIP ,LATTE,815.NS.,0135729111025,277,43.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,28,100
10-30-10,EDITH CROSSBODY,102782,SP25,EDITH - TRAPEZE CROSSBODY BAG W/ FULL ZIP ,WHITE,100.NS.,0135729111024,277,43.0,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,28,100
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,BLACK,990.NS,0135729101182,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,3
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,BLACK SNAKE,975.NS,0135729107027,29,0.0,10.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,BORDEAUX SNAKE,677.NS,0135729107028,29,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,DRIFTWOOD,857.NS,0135729108809,29,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,9
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,GREY PYTHON,848.NS,0135729106216,29,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,4.0,3.0,,5.0,0.0,1.0,0.0,6.0,0.0,4.0,0,35
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,IVORY,113NS,0135729102671,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0,1
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,TAUPE PYTHON,849.NS,0135729107024,29,0.0,0.0,0.0,1.0,0.0,7.0,0.0,5.0,4.0,0.0,,1.0,0.0,-2.0,2.0,4.0,0.0,0.0,0,22
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,FIRE RED,622NS,0135729102768,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1,2
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,ECRU,112.NS,0135729108807,29,0.0,10.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1,21
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,PURPLE,550.NS,0135729108808,29,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,6
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,BROWN SNAKE,842.NS,0135729107029,29,0.0,10.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,13
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,COBALT,440NS,0135729102673,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,,0.0,0.0,-1.0,0,-2
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,LIGHT TAUPE,805.NS,0135729101180,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,1,1
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,PYTHON PRINT,847.NS,0135729101181,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,-1.0,,0.0,,,,,0,-2
10-30-20,ABERDEEN CARDHOLDER,101692,FA25,ABERDEEN - SMALL LEATHER BIFOLD CARDHOLDER ,(blank),,(blank),29,,,,,-5.0,,,-1.0,,,,,,,,,,,,-6
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,BLACK,990.NS,0135729101178,69,49.0,10.0,7.0,6.0,7.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,6.0,5.0,2.0,6,145
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,BROWN,870.NS,0135729108829,69,0.0,12.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,0,59
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,MOKA,830.NS,0135729108830,69,5.0,10.0,5.0,7.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,7.0,5.0,4.0,5.0,0,92
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,TRUFFLE,823.NS,0135729108831,69,9.0,10.0,5.0,8.0,5.0,5.0,6.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,0,90
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,IVORY,113.NS,0135729104180,69,0.0,8.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,,0,57
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,SAND,116.NS,0135729108832,69,0.0,10.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2,79
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,DARK GREY,934.NS,0135729108834,69,7.0,10.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,6.0,8.0,5.0,4.0,6.0,0,92
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,MAGENTA,545.NS,0135729108833,69,12.0,10.0,5.0,6.0,5.0,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2,89
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,EGGPLANT,580.NS,0135729108835,69,0.0,10.0,15.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,3,84
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,COBALT,440.NS,0135729104178,69,33.0,10.0,0.0,7.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,,4.0,8.0,8.0,0.0,4.0,0,104
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,FUCHSIA,520.NS,0135729104179,69,11.0,10.0,5.0,5.0,6.0,5.0,5.0,0.0,0.0,5.0,5.0,10.0,,5.0,3.0,7.0,0.0,4.0,2,88
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,GREEN,320.NS,0135729104177,69,27.0,9.0,0.0,6.0,8.0,5.0,4.0,0.0,0.0,0.0,4.0,10.0,,4.0,2.0,4.0,0.0,5.0,0,88
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,ORANGE,260.NS,0135729104181,69,24.0,9.0,0.0,4.0,8.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,6.0,13.0,0.0,4.0,0,94
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,PYTHON PRINT,847.NS,0135729101177,69,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2.0,,1.0,,,,,0,5
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,STONE,115.NS,0135729101175,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,1,1
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,YELLOW,210.NS,0135729104182,69,2.0,4.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3.0,1.0,1.0,0.0,,4,28
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND ,(blank),,(blank),69,,,,,-3.0,,,,,,,,,,,,,,,-3
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,BLACK,990.NS.,0135729109412,39,0.0,9.0,1.0,5.0,2.0,1.0,0.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,0,56
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,MOKA,830.NS.,0135729109409,39,0.0,9.0,4.0,0.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,,5.0,3.0,4.0,,,0,54
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,TRUFFLE,823.NS.,0135729109408,39,0.0,10.0,3.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,,4.0,3.0,4.0,,,0,55
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,SAND,116.NS.,0135729109405,39,0.0,8.0,2.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,,4.0,2.0,5.0,,,0,40
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,DARK GREY,934.NS.,0135729109411,39,6.0,8.0,5.0,8.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,0,86
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,MAGENTA,545.NS.,0135729109406,39,0.0,5.0,0.0,4.0,3.0,4.0,0.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,0,56
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,EGGPLANT,580.NS.,0135729109407,39,0.0,10.0,5.0,2.0,5.0,3.0,7.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,0,77
10-30-20,ANISE CARDHOLDER,102586,FA25,ANISE - CARDHOLDER WITH LONG LEATHER ZIP PULL,DARK BROWN,890.NS.,0135729109410,39,0.0,2.0,1.0,,4.0,4.0,4.0,5.0,4.0,3.0,,,,5.0,2.0,,,,0,34
10-30-20,ARLETH CARDHOLDER,102735,SP25,ARLETH - CARDHOLDER W/ EMBOSSED FLOWERS  ,POWDER BLUE,405.NS.,0135729110741,77,35.0,10.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,122
10-30-20,ARLETH CARDHOLDER,102735,SP25,ARLETH - CARDHOLDER W/ EMBOSSED FLOWERS  ,WHITE,100.NS.,0135729110740,77,35.0,10.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,120
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,BLACK,990NS,0135729102823,49,85.0,9.0,4.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,8.0,11.0,5.0,4.0,1,183
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,BERRY,626NS,0135729102821,49,0.0,3.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,,4.0,,4.0,0.0,0.0,0.0,,0,21
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,LIGHT GREY,920NS,0135729102822,49,0.0,8.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,5.0,,3.0,,5.0,2.0,4.0,0.0,,3,43
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,SADDLE,853NS,0135729104109,49,0.0,5.0,0.0,4.0,7.0,0.0,13.0,0.0,0.0,0.0,,5.0,1.0,4.0,3.0,2.0,0.0,,0,44
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,DARK BORDEAUX,669NS,0135729104108,49,0.0,8.0,0.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,,2.0,5.0,4.0,0.0,3.0,0.0,,1,44
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,MINERAL BLUE,413NS,0135729104107,49,0.0,7.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,,6.0,2.0,2.0,6.0,2.0,0.0,,2,41
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,PERIWINKLE,552NS,0135729102820,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0,1
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,TAUPE,810NS,0135729104106,49,0.0,5.0,5.0,9.0,5.0,5.0,18.0,4.0,0.0,0.0,5.0,5.0,,4.0,1.0,1.0,2.0,5.0,4,78
10-30-20,CELINA MEDIUM BI-FOLD WALLET,101920,FA25,CELINA - MED BI-FOLD WALLET W/SLIP POCKETS,BLACK,990NS,0135729102826,79,0.0,5.0,1.0,7.0,5.0,0.0,5.0,4.0,0.0,0.0,3.0,4.0,4.0,6.0,8.0,5.0,5.0,2.0,0,64
